sample_id,Indole2,Indole3,Indole1,DMSO1,DMSO2,DMSO3,TCDD1,TCDD2,TCDD3
Gmpr,83,144,101,180,114,125,102,121,96
Gmpr2,374,452,472,454,530,470,477,501,546
Gmps,1256,1449,1606,1344,1065,1208,939,1623,1641
Gna11,6501,7521,8111,5405,6798,6375,6571,7801,7577
Gna12,311,413,429,457,359,382,408,426,369
Gna13,3251,3614,3902,3212,1833,3176,1857,3288,3611
Gna14,1744,2081,2180,1480,1643,1572,1402,2025,1845
Gna15,18,20,25,29,21,20,19,30,20
Gnai1,72,77,75,42,34,50,50,74,73
Gnai2,4404,5223,5374,4785,7548,5251,6138,5767,5367
Gnai3,5036,5796,6389,5785,3048,5484,3161,5904,6322
Gnal,193,249,257,306,239,284,175,300,291
Gnao1,27,30,24,39,24,34,32,39,32
Gnaq,1381,1600,1620,1831,1260,1551,1281,1580,1641
Gnas,108,103,124,207,113,156,151,125,90
Gnat1,11,13,17,5,17,7,11,13,20
Gnat2,4,12,8,10,12,16,6,8,8
Gnat3,3,8,12,5,3,6,8,3,5
Gnaz,16,10,12,10,8,16,13,10,17
Gnb1,8863,10278,11304,11665,10640,11169,8961,11874,11382
Gnb1l,34,58,65,51,37,21,37,60,59
Gnb2,4893,6047,6385,6234,5684,6351,4763,7271,6078
Gnb2l1,17441,21816,22329,23716,21432,22137,18911,26631,22813
Gnb3,2,0,1,0,2,0,0,1,0
Gnb4,20,14,25,15,15,12,14,22,16
Gnb5,116,132,113,215,85,190,88,144,118
Gne,7496,8961,9291,6889,8303,7449,8740,10148,9493
Gng10,2,5,8,7,0,12,3,6,4
Gng11,64,61,78,46,36,76,38,81,57
Gng12,8019,9088,10318,9395,8450,9174,8959,9831,10424
Gng13,0,3,9,1,7,1,0,1,3
Gng2,11,18,24,38,25,45,21,22,28
Gng2-ps1,0,0,0,0,0,0,0,0,0
Gng3,3,1,3,1,2,1,0,1,2
Gng4,18,18,38,37,21,24,24,29,18
Gng5,688,805,842,748,822,821,739,856,798
Gng7,14,13,14,10,19,11,11,13,16
Gng8,0,0,0,0,0,1,0,0,0
Gngt1,1,1,0,0,1,0,2,1,3
Gngt2,210,178,211,278,305,232,247,239,191
Gnl1,799,906,958,970,1209,984,1065,986,922
Gnl2,1088,1250,1439,1350,1709,1168,1490,1616,1451
Gnl3,1160,1362,1581,1096,940,998,899,1570,1487
Gnl3l,1079,1177,1259,1437,965,1202,1084,1398,1390
Gnmt,5,5,11,11,3,11,7,11,7
Gnpat,1170,1366,1484,1270,1172,1154,939,1457,1477
Gnpda1,250,260,296,370,270,346,296,269,281
Gnpda2,137,126,123,151,140,143,154,129,155
Gnpnat1,993,1214,1323,1296,905,1333,851,1243,1254
Gnptab,939,1204,1242,908,840,936,959,1177,1172
Gnptg,312,318,333,493,397,386,335,419,330
Gnrh1,8,11,4,9,7,6,4,9,9
Gnrhr,0,0,0,0,0,0,0,1,0
Gns,2033,2377,2585,2840,2185,2325,2318,2785,2381
Golga1,1263,1473,1480,1470,1099,1301,1138,1535,1527
Golga2,1955,2170,2317,2563,3000,2334,2916,2632,2360
Golga3,1991,2303,2402,2231,1945,1985,2115,2336,2427
Golga4,5454,5472,5752,6167,5637,5493,5739,6173,6277
Golga5,894,1058,1133,1309,994,1153,930,1241,1152
Golga7,648,781,806,717,415,627,437,791,784
Golga7b,3,9,8,4,9,6,6,10,5
Golgb1,4577,4554,4705,5151,4164,4405,4015,4721,5030
Golim4,1214,1452,1578,951,1249,987,1398,1368,1369
Golm1,17252,20571,21705,15717,17883,16592,15561,18790,20125
Golph3,3099,3502,3761,3918,2345,3443,2331,3557,3578
Golph3l,4060,5343,4933,4277,3471,4242,3159,4061,4488
Golt1b,459,506,571,621,480,560,436,604,599
Gon4l,377,451,461,463,426,380,479,521,488
Gopc,915,1029,1068,988,942,901,1009,1057,1059
Gorab,297,313,333,302,285,301,293,334,404
Gorasp1,791,1056,1146,913,789,841,782,1239,996
Gorasp2,3086,3727,3833,3776,5604,3647,5000,4273,3944
Gosr1,1324,1512,1488,1586,1138,1485,1308,1648,1610
Gosr2,1474,1795,1878,1734,1598,1661,1528,1892,1879
Got1,2106,2527,2733,2275,2434,2224,2055,2844,2739
Got1l1,1,0,0,0,0,0,0,0,0
Got2,977,1246,1193,1076,1437,1146,1431,1296,1231
Got2-ps1,0,0,0,2,0,0,1,0,1
Gp1ba,4,8,5,12,2,3,6,9,12
Gp1bb,41,46,61,22,72,33,52,62,40
Gp2,0,0,0,0,0,0,0,0,0
Gp49a,1,0,2,0,0,0,0,0,0
Gp5,1,0,6,6,2,6,0,4,1
Gp6,0,0,1,2,0,1,0,0,0
Gp9,0,0,0,0,0,0,0,0,0
Gpa33,14684,17958,18373,15261,19349,16534,16992,17825,17161
Gpaa1,678,873,912,801,778,806,775,899,778
Gpalpp1,991,1094,1222,1113,865,1008,1029,1183,1249
Gpam,742,843,891,532,436,583,593,846,862
Gpank1,86,124,117,82,168,104,102,110,109
Gpat2,1,4,1,7,5,2,3,6,2
Gpatch1,433,505,533,456,595,442,608,595,550
Gpatch11,560,606,715,645,917,679,783,796,720
Gpatch2,617,712,752,641,554,630,584,724,748
Gpatch2l,323,394,358,495,279,422,360,460,413
Gpatch3,73,95,90,105,84,104,63,96,81
Gpatch4,507,600,657,451,903,416,743,675,665
Gpatch8,1039,1181,1218,1257,1057,1058,1242,1229,1187
Gpbar1,1,2,10,2,3,3,6,3,0
Gpbp1,1857,2021,2306,2232,1762,2066,1536,2220,2191
Gpbp1l1,1088,1270,1263,1408,1165,1303,1137,1223,1362
Gpc1,86,130,101,302,113,228,141,138,135
Gpc2,17,22,21,34,19,17,16,16,16
Gpc3,2,7,6,7,5,8,3,6,3
Gpc4,767,997,1068,1044,671,1092,679,968,891
Gpc5,0,0,0,0,0,0,0,1,0
Gpc6,3,5,4,0,6,1,5,2,3
Gpcpd1,790,908,893,938,441,822,477,849,854
Gpd1,501,626,582,527,779,460,720,630,529
Gpd1l,1290,1574,1657,1330,1265,1280,1177,1348,1514
Gpd2,3207,3356,3671,4780,2662,4113,2912,3925,3731
Gper1,3,1,4,49,4,23,6,4,2
Gpha2,0,2,0,1,3,0,0,1,3
Gphb5,0,0,0,0,0,0,0,0,0
Gphn,558,664,675,549,585,511,569,636,618
Gpi1,13229,15143,15142,15802,27529,17011,21064,17441,16577
Gpihbp1,0,0,0,0,0,0,0,0,0
Gpkow,653,804,872,689,699,674,657,812,821
Gpld1,497,544,639,480,619,457,735,581,525
Gpm6a,0,0,0,0,0,0,0,0,0
Gpm6b,19,34,47,17,26,25,10,35,40
Gpn1,307,367,448,319,314,295,247,467,411
Gpn2,225,284,317,264,314,293,287,305,294
Gpn3,234,324,335,333,278,326,296,357,299
Gpnmb,11,13,3,191,17,150,14,14,8
Gpr1,0,0,0,0,0,0,0,0,0
Gpr101,0,0,0,0,0,0,0,0,0
Gpr107,1617,1802,1939,1716,1382,1632,1216,1833,1797
Gpr108,1329,1698,1674,1477,2013,1498,1692,1805,1680
Gpr110,169,194,199,236,145,212,132,168,191
Gpr111,0,3,0,3,0,3,0,2,2
Gpr112,0,0,0,0,0,0,0,0,0
Gpr113,3,0,1,3,0,3,3,0,3
Gpr114,0,0,1,0,2,1,0,0,0
Gpr115,1,2,0,1,2,1,2,2,1
Gpr116,19,18,25,31,40,22,27,26,19
Gpr119,4,10,12,12,9,8,8,8,14
Gpr12,1,1,1,1,1,1,1,1,0
Gpr123,1,0,0,0,0,0,0,1,0
Gpr124,153,224,164,504,231,445,292,301,229
Gpr125,2032,2529,2774,2315,2246,2432,2002,2258,2261
Gpr126,11,6,13,7,10,12,6,15,6
Gpr128,7797,9392,9922,6191,5305,7968,5317,8826,10377
Gpr132,0,0,0,3,0,1,0,1,0
Gpr133,12,7,8,34,10,12,12,6,8
Gpr135,2,2,1,1,1,2,2,3,1
Gpr137,436,479,455,458,559,478,407,561,484
Gpr137b,606,580,691,816,536,749,469,687,671
Gpr137b-ps,185,184,214,250,126,207,165,205,190
Gpr137c,5,4,3,2,3,3,5,1,4
Gpr139,0,0,0,0,0,0,0,0,0
Gpr141,0,0,0,1,0,0,0,0,0
Gpr142,0,0,0,0,0,0,0,0,0
Gpr143,0,0,0,0,0,0,0,0,0
Gpr144-ps,0,0,0,0,0,0,0,0,0
Gpr146,11,11,12,31,2,10,9,18,11
Gpr149,0,0,0,8,0,0,0,0,0
Gpr15,0,0,0,0,0,0,0,0,0
Gpr150,0,0,0,0,0,0,0,0,0
Gpr151,3,1,0,0,1,1,1,1,1
Gpr152,0,0,1,1,0,1,0,1,0
Gpr153,3,3,0,0,4,0,2,1,5
Gpr155,36,20,42,33,25,32,19,36,26
Gpr156,3,0,0,0,0,0,0,0,0
Gpr157,9,18,18,29,15,19,29,17,12
Gpr158,0,2,1,0,1,1,0,0,0
Gpr160,316,380,344,302,272,296,209,324,343
Gpr161,0,1,0,1,0,0,1,1,1
Gpr162,3,1,0,1,4,4,1,4,1
Gpr165,0,0,0,0,0,0,0,3,0
Gpr17,13,10,10,21,15,9,9,13,11
Gpr171,0,0,0,0,0,0,0,0,0
Gpr173,0,0,0,1,0,0,0,2,0
Gpr174,0,1,0,0,0,0,0,0,0
Gpr176,0,0,0,2,0,0,0,0,0
Gpr179,3,5,3,11,4,3,4,1,2
Gpr18,0,1,1,0,0,0,0,0,0
Gpr180,363,450,462,346,333,394,272,464,419
Gpr182,9,5,6,3,6,3,3,7,7
Gpr183,0,2,1,0,0,1,0,0,4
Gpr19,56,62,77,45,50,67,31,67,61
Gpr20,230,285,336,250,362,269,296,382,320
Gpr21,2,3,1,7,2,5,1,1,3
Gpr22,0,1,0,2,2,0,0,0,0
Gpr25,0,0,0,1,1,0,2,0,0
Gpr26,0,0,0,0,0,0,0,0,1
Gpr27,0,2,2,1,0,6,0,2,2
Gpr3,0,8,1,10,2,7,6,0,5
Gpr31b,0,0,0,0,0,0,0,0,0
Gpr33,0,0,0,0,0,0,0,0,0
Gpr34,1,0,0,0,0,0,1,0,1
Gpr35,875,957,1015,663,866,756,783,1007,1001
Gpr37,0,0,0,0,0,0,0,0,0
Gpr37l1,1,2,2,7,7,3,0,1,2
Gpr39,235,269,329,353,275,296,279,283,301
Gpr4,1,2,0,3,3,0,3,0,1
Gpr45,0,0,0,0,0,0,1,0,0
Gpr50,0,0,0,0,0,0,0,0,0
Gpr55,25,31,23,40,18,28,16,22,10
Gpr56,1383,1729,1723,1291,1866,1326,1886,1624,1463
Gpr6,0,0,0,0,2,0,0,0,0
Gpr61,0,0,0,5,1,6,2,1,0
Gpr62,0,0,1,0,0,1,0,0,1
Gpr63,0,0,0,0,1,2,0,0,0
Gpr64,1,2,3,2,0,2,6,2,4
Gpr65,0,0,0,1,0,0,0,0,1
Gpr68,20,20,7,66,11,37,32,34,22
Gpr75,2,1,0,8,0,3,1,3,1
Gpr82,0,0,0,0,0,0,0,0,0
Gpr83,1,1,1,0,1,0,0,0,0
Gpr84,0,0,0,0,0,0,0,0,0
Gpr85,6,6,6,7,6,15,10,6,8
Gpr87,0,0,0,1,0,0,0,0,0
Gpr88,0,0,0,0,0,0,0,0,0
Gpr89,798,988,958,690,691,717,584,905,932
Gpr97,3,1,0,2,0,0,0,0,3
Gpr98,9,20,11,14,13,14,6,13,16
Gprasp1,194,203,255,208,151,180,159,206,215
Gprasp2,3,3,4,7,3,2,1,2,2
Gprc5a,11845,13266,14186,15421,15669,13267,12137,13389,14431
Gprc5b,16,33,11,7,18,9,16,8,4
Gprc5c,7,7,10,7,2,2,6,8,2
Gprc5d,1,3,4,11,7,9,7,2,2
Gprc6a,0,0,0,3,0,1,0,1,0
Gprin1,47,37,64,52,25,49,34,40,55
Gprin2,0,0,0,1,0,0,0,0,0
Gprin3,284,304,322,401,146,261,303,305,296
Gps1,210,285,286,244,291,261,230,332,255
Gps2,413,506,541,521,1049,471,875,625,504
Gpsm1,73,77,64,100,75,88,100,85,84
Gpsm2,843,1088,1109,790,906,753,923,952,982
Gpsm3,1,6,0,5,1,0,3,1,1
Gpt,747,786,971,413,794,683,616,765,785
Gpt2,820,1000,960,926,994,929,981,1061,925
Gpx1,2832,3589,4182,4303,5256,4748,4380,4893,3483
Gpx2,4223,5816,5073,9363,8098,6548,6677,5276,4979
Gpx2-ps1,0,0,1,0,0,3,1,1,0
Gpx3,19,29,30,33,50,35,30,23,21
Gpx4,446,512,583,551,726,577,593,570,526
Gpx5,0,0,0,0,0,0,0,0,0
Gpx6,0,0,0,0,0,0,0,0,0
Gpx7,52,38,43,47,38,46,46,49,44
Gpx8,0,1,1,2,0,4,0,5,0
Gramd1a,25,33,39,29,32,16,16,24,33
Gramd1b,198,207,175,338,201,239,196,198,192
Gramd1c,115,144,134,171,99,124,89,153,152
Gramd2,594,582,658,599,648,609,631,979,794
Gramd3,1497,1684,1891,1204,1322,1424,1182,1682,1557
Gramd4,817,913,1033,840,825,882,810,1075,1020
Grap,2,1,2,3,0,0,1,0,1
Grap2,7,5,11,8,4,6,14,13,13
Grasp,339,366,446,512,618,422,582,532,399
Grb10,39,46,36,64,46,88,78,89,48
Grb14,11,7,3,9,13,12,7,8,8
Grb2,1390,1624,1683,1579,1754,1526,1553,1737,1729
Grb7,1061,1195,1199,1839,1559,1702,1310,1434,1236
Grcc10,109,97,165,83,77,177,47,221,106
Greb1,1278,1231,1442,1158,1046,1026,1140,1810,1427
Greb1l,68,61,75,72,47,60,57,49,61
Grem1,0,0,1,0,0,1,1,0,1
Grem2,0,0,0,0,0,0,0,0,0
Grhl1,54,65,60,74,76,61,74,64,56
Grhl2,1376,1495,1637,1660,1397,1567,1652,1824,1804
Grhl3,654,761,813,1198,1014,947,1461,1354,1180
Grhpr,634,771,869,864,813,980,634,1079,790
Gria1,1,0,0,0,0,0,0,0,0
Gria2,0,2,1,2,0,0,0,0,0
Gria3,1,1,0,0,0,0,0,0,0
Gria4,0,1,0,0,0,0,0,0,0
Grid1,2,1,2,3,1,4,3,1,2
Grid2,0,0,0,0,0,0,0,0,0
Grid2ip,2,5,4,3,3,2,5,4,1
Grifin,0,0,0,0,0,0,0,0,0
Grik1,0,0,0,1,0,0,0,0,0
Grik2,0,0,0,0,0,0,0,0,0
Grik3,2,2,1,3,1,1,1,2,0
Grik4,0,0,0,0,0,0,0,0,0
Grik5,66,54,60,70,49,58,76,92,45
Grin1,136,119,151,160,202,159,168,185,135
Grin1os,61,49,69,88,100,80,102,94,70
Grin2a,0,0,0,0,0,0,0,0,0
Grin2b,0,0,1,0,0,0,0,0,0
Grin2c,1,0,0,1,0,0,0,0,0
Grin2d,19,31,25,29,24,18,32,40,27
Grin3a,41,36,52,14,31,25,30,30,28
Grin3b,1,4,11,5,4,6,3,6,7
Grina,1425,1386,1582,2095,2257,1714,1880,1730,1505
Grip1,28,37,47,24,54,25,52,35,40
Grip1os1,0,0,0,0,1,0,0,1,0
Grip1os2,0,0,0,0,0,0,0,0,0
Grip1os3,0,0,0,0,0,0,0,0,0
Grip2,0,1,1,2,0,1,0,1,1
Gripap1,838,818,960,830,1122,795,1058,1009,941
Grk1,0,0,0,0,0,0,0,0,0
Grk4,10,9,12,24,13,9,12,8,22
Grk5,106,109,140,107,68,93,80,106,113
Grk6,1010,1368,1352,1803,1030,1324,1018,1393,1273
Grm1,0,0,0,0,2,0,0,0,0
Grm2,0,0,0,0,0,0,1,0,0
Grm3,0,0,0,0,0,0,0,0,0
Grm4,4,2,4,7,4,1,3,1,3
Grm5,0,0,0,0,0,0,0,0,0
Grm6,0,0,0,0,0,0,0,0,0
Grm7,0,0,0,0,0,0,0,0,0
Grm8,2,0,0,0,0,0,0,0,0
Grn,2087,2560,2480,3154,3062,2665,2299,2438,2553
Grp,0,0,1,0,0,0,0,0,0
Grpel1,1528,1852,2063,1912,2027,1855,1727,2315,1940
Grpel2,1352,1475,1640,1781,1176,1433,1152,1753,1621
Grpr,19,28,35,16,15,23,20,20,30
Grrp1,0,0,2,0,5,1,0,0,0
Grsf1,1381,1646,1733,1442,1327,1459,1215,1797,1786
Grtp1,766,895,988,663,749,744,597,880,882
Grwd1,385,548,575,458,477,391,367,627,564
Grxcr1,0,0,0,0,0,0,0,0,0
Grxcr2,0,0,0,0,0,0,0,0,0
Gsap,225,242,287,426,227,297,245,302,272
Gsc,0,0,0,0,0,0,0,0,0
Gsc2,1,0,0,0,0,0,0,0,0
Gsdma,19,35,36,24,27,18,28,25,28
Gsdma2,0,0,0,0,0,0,0,1,0
Gsdma3,0,0,0,0,0,0,0,0,0
Gsdmc,2,6,7,3,0,1,0,3,10
Gsdmc2,10966,10821,14653,8440,10054,8502,11476,16796,11761
Gsdmc3,3017,2881,3931,2244,2368,2390,2577,4507,3221
Gsdmc4,19812,21722,25685,14937,12524,15956,12402,24537,22957
Gsdmcl-ps,506,504,709,298,514,351,588,748,566
Gsdmcl1,0,0,0,0,0,0,0,0,0
Gsdmcl2,1717,1906,2101,964,2270,1168,1785,1860,1717
Gsdmd,4003,4516,5121,5047,4862,5099,4439,5773,5187
Gse1,995,1092,1254,1340,829,1279,1556,1392,1100
Gsg1,0,0,0,3,0,1,0,1,0
Gsg1l,0,3,0,0,0,0,1,1,2
Gsg2,158,188,163,130,147,137,96,148,160
Gsk3a,974,1126,1201,1020,1211,1038,999,1176,1185
Gsk3b,2618,2813,3219,3305,2271,2872,2532,3042,3043
Gskip,525,680,681,665,528,607,432,661,689
Gsn,3789,4694,4475,7746,5915,7101,5148,5428,4776
Gspt1,2558,2782,3214,3064,2784,2639,2817,3348,3286
Gspt2,252,223,258,177,223,218,181,244,270
Gsr,3065,3490,4026,3094,3423,3105,3698,4356,3870
Gss,3689,4478,4998,4023,3945,3782,3551,5248,4646
Gssos1,0,0,1,0,3,1,0,0,0
Gssos2,4,2,2,2,3,1,4,5,0
Gsta1,366,411,464,289,492,344,366,505,481
Gsta2,2,6,3,2,2,1,2,3,0
Gsta3,417,567,528,286,523,340,434,538,519
Gsta4,5622,6399,7465,5900,7901,5594,6877,7915,6931
Gstcd,214,255,263,197,172,206,189,295,263
Gstk1,428,509,567,429,427,425,292,571,516
Gstm1,2405,2921,3173,2150,4278,2048,3133,2782,2769
Gstm2,645,728,702,532,1200,537,976,731,753
Gstm3,510,541,560,507,648,399,535,540,496
Gstm4,202,275,269,235,259,234,239,282,260
Gstm5,517,606,602,769,608,626,429,694,684
Gstm6,220,227,244,206,260,164,197,214,210
Gstm7,104,122,127,116,122,90,108,120,107
Gsto1,7051,8481,9038,6843,10771,7308,8653,8355,8236
Gsto2,15,14,13,47,18,34,18,29,18
Gstp1,2575,3051,3236,2798,2460,2689,1795,3469,3332
Gstp2,369,428,457,378,676,351,571,560,457
Gstt1,159,208,256,282,292,279,266,294,222
Gstt2,646,746,842,635,855,624,652,889,731
Gstt3,591,732,691,840,746,770,590,729,762
Gstt4,0,0,1,1,0,0,0,0,0
Gstz1,404,519,521,504,620,425,540,622,471
Gsx1,0,0,0,0,0,0,0,0,0
Gsx2,0,0,0,0,0,0,0,0,0
Gt(ROSA)26Sor,447,363,482,636,125,507,81,437,442
Gtdc1,151,179,201,254,198,209,178,196,161
Gtf2a1,272,340,350,385,338,323,290,373,354
Gtf2a1l,0,1,0,3,1,0,0,0,3
Gtf2a2,657,669,790,633,523,582,421,790,753
Gtf2b,645,715,880,778,863,845,742,822,756
Gtf2e1,325,388,466,376,310,327,310,374,427
Gtf2e2,836,1047,1097,1038,1010,984,928,1160,1081
Gtf2f1,1165,1397,1502,1503,2716,1359,2173,1681,1553
Gtf2f2,588,661,809,632,776,698,737,818,740
Gtf2h1,1329,1609,1850,1229,1588,1301,1492,1534,1605
Gtf2h2,380,401,462,545,366,450,317,480,493
Gtf2h3,666,752,756,643,769,629,748,918,873
Gtf2h4,273,321,337,268,355,334,311,422,317
Gtf2h5,655,761,811,657,582,682,476,892,862
Gtf2i,1662,1973,2051,1389,1555,1422,1557,2169,1985
Gtf2ird1,1356,1601,1838,1889,1881,1845,1799,1899,1765
Gtf2ird2,203,239,308,131,161,162,186,235,228
Gtf3a,193,226,217,181,296,201,252,287,225
Gtf3c1,2160,2464,2470,2414,2248,2274,2439,2801,2713
Gtf3c2,593,627,659,732,644,570,599,696,682
Gtf3c3,429,489,530,708,357,518,390,606,577
Gtf3c4,820,1007,969,874,691,742,714,939,1037
Gtf3c5,550,673,767,769,721,695,628,724,684
Gtf3c6,469,571,626,504,885,420,726,526,549
Gtl3,394,473,492,498,606,479,489,509,481
Gtpbp1,871,1069,1079,1164,1149,1011,1258,1274,1113
Gtpbp10,197,228,274,190,257,189,221,245,231
Gtpbp2,3144,3102,3146,4567,2685,3920,2506,3675,3239
Gtpbp3,296,332,331,290,226,293,235,367,313
Gtpbp4,1588,1958,2135,2130,1726,1768,1539,2374,2271
Gtpbp6,120,120,146,137,157,160,95,170,125
Gtpbp8,442,500,562,497,401,464,417,590,607
Gtse1,186,269,250,180,195,134,232,213,192
Gtsf1,0,0,0,1,0,1,0,0,0
Gtsf1l,0,0,0,0,0,0,0,0,0
Guca1a,22,29,37,26,37,35,31,49,27
Guca1b,12,17,6,17,11,18,14,28,11
Guca2a,3688,4284,5067,2755,5603,3347,3569,3988,4260
Guca2b,276,325,343,372,496,265,368,396,304
Gucd1,1699,2125,2124,1575,2002,1710,1596,1904,1939
Gucy1a2,0,0,0,4,0,0,0,0,0
Gucy1a3,0,0,0,0,0,0,0,0,0
Gucy1b2,0,0,0,0,0,0,0,0,0
Gucy1b3,0,0,0,0,1,0,1,0,0
Gucy2c,5531,6339,6931,5446,5307,5647,4656,6571,6087
Gucy2d,0,0,0,2,2,2,0,0,0
Gucy2e,0,0,0,0,0,0,0,0,0
Gucy2f,0,0,0,0,0,0,0,0,0
Gucy2g,0,1,2,54,1,39,0,0,0
Guf1,785,865,1005,803,517,782,570,958,948
Guk1,780,945,964,1020,938,892,769,1066,943
Gulo,0,0,0,0,0,0,0,0,0
Gulp1,87,84,133,72,60,50,90,107,97
Gusb,1100,1289,1391,1923,1270,1604,1217,1565,1355
Gvin1,0,0,1,0,0,0,0,0,0
Gxylt1,1267,1261,1416,1333,1099,1189,1243,1334,1354
Gxylt2,1,0,1,0,1,2,0,1,0
Gyg,391,499,466,351,444,442,350,425,476
Gyk,1740,1988,2198,1844,817,1802,920,1898,2084
Gykl1,0,0,0,0,0,0,0,0,0
Gyltl1b,202,215,204,191,224,140,201,264,218
Gypa,1,0,1,1,2,2,1,1,1
Gypc,0,0,0,0,0,0,0,0,0
Gys1,1433,1709,1764,2920,2531,2623,2624,2617,2031
Gys2,0,2,1,1,0,1,0,1,0
Gzf1,597,681,683,682,588,658,563,693,698
Gzma,2,2,1,1,1,2,1,0,1
Gzmb,0,2,2,2,4,1,2,2,1
Gzmc,1,0,0,3,3,1,3,7,2
Gzmd,0,0,0,0,0,0,0,0,0
Gzme,0,0,0,0,0,0,0,0,0
Gzmf,0,0,0,0,0,0,0,0,0
Gzmg,0,0,0,0,0,0,0,0,0
Gzmk,0,0,0,0,0,0,0,0,0
Gzmm,3,10,9,15,7,9,7,15,10
Gzmn,0,0,0,0,0,0,0,0,0
H13,2230,2725,2736,3017,2964,2872,2839,3359,2817
H19,0,1,0,0,1,0,1,1,1
H1f0,6433,7582,8143,22643,7590,17340,7992,9549,8641
H1fnt,0,0,0,0,0,0,0,0,0
H1foo,0,0,0,0,0,0,0,0,0
H1fx,3,4,4,87,10,46,8,1,1
H2-Aa,1,1,1,4,1,3,0,0,3
H2-Ab1,42,39,42,55,65,58,51,39,38
H2-Bl,7,9,14,16,13,9,15,21,9
H2-D1,7650,9361,9984,9244,11077,9528,8787,9266,9377
H2-DMa,39,40,41,39,31,41,33,40,33
H2-DMb1,3,3,2,12,10,10,7,12,5
H2-DMb2,0,0,0,0,0,0,0,0,0
H2-Ea-ps,0,0,0,0,0,0,0,0,0
H2-Eb1,8,7,16,7,6,7,8,13,9
H2-Eb2,0,0,0,0,0,0,0,0,1
H2-K1,10358,12166,13528,12811,14547,13248,11362,13840,12573
H2-K2,100,117,133,132,172,154,147,155,121
H2-Ke6,7,5,7,13,17,5,6,10,5
H2-M1,0,0,0,0,0,0,0,0,0
H2-M10.1,0,0,0,0,0,0,0,0,0
H2-M10.2,1,0,1,1,1,0,0,0,0
H2-M10.3,0,0,0,0,0,0,0,1,0
H2-M10.4,0,0,0,1,0,0,0,0,0
H2-M10.5,0,0,0,0,0,0,0,0,0
H2-M10.6,1,0,0,0,0,1,0,0,0
H2-M11,0,0,0,0,0,0,0,0,0
H2-M2,6,5,4,16,3,4,1,0,5
H2-M3,81,112,147,171,85,161,86,182,141
H2-M5,1,1,0,1,0,0,1,0,0
H2-M6-ps,0,1,0,7,2,0,0,0,1
H2-M9,0,0,0,1,0,0,0,0,0
H2-Oa,0,0,0,0,0,0,0,0,0
H2-Ob,0,0,0,0,0,0,0,0,0
H2-Pa,0,0,0,0,0,0,0,0,0
H2-Pb,0,0,0,0,0,0,0,0,0
H2-Q1,495,447,639,183,406,424,322,480,511
H2-Q10,667,708,812,537,889,650,777,986,747
H2-Q2,1769,1991,2328,1652,1738,1942,1467,2160,2150
H2-Q3,2,3,2,4,3,6,3,4,0
H2-Q4,422,456,457,640,486,606,394,531,391
H2-Q5,8,8,11,20,6,11,9,17,9
H2-Q6,56,57,66,162,62,124,87,81,41
H2-Q7,43,35,38,156,33,114,31,51,30
H2-T10,11,4,15,10,12,8,10,9,13
H2-T22,377,450,466,514,435,464,322,474,429
H2-T23,1522,1723,2045,1439,1516,1782,1164,1732,1667
H2-T24,35,36,35,46,15,50,33,43,43
H2-T3,85,116,124,62,174,93,114,112,79
H2af-ps,0,0,0,0,0,0,0,0,0
H2afb1,0,0,0,5,0,1,0,0,0
H2afb2,0,0,0,0,0,0,0,0,0
H2afb3,0,0,0,0,0,0,0,0,0
H2afj,587,687,761,775,609,903,748,1125,689
H2afv,422,499,507,472,904,514,721,494,515
H2afx,270,322,326,292,433,288,289,383,343
H2afy,2771,3204,3567,3584,4477,3317,4291,3961,3441
H2afy2,3,5,8,4,2,5,2,7,4
H2afy3,0,1,0,1,0,1,1,0,0
H2afz,110,138,175,126,86,163,73,163,150
H2bfm,0,0,0,0,0,0,0,0,0
H3f3a,239,301,344,251,145,364,157,453,289
H3f3a-ps1,0,0,0,1,1,0,0,0,0
H3f3a-ps2,1,0,0,0,0,0,0,0,0
H3f3aos,2,3,6,9,0,2,3,9,6
H3f3b,6867,8079,8966,8395,8866,8876,8608,9394,8912
H3f3c,0,0,0,2,0,1,0,1,0
H60b,0,1,1,3,0,3,0,0,3
H60c,20,31,15,84,19,44,24,34,27
H6pd,525,633,576,737,614,684,719,797,691
HNRNPU,0,0,0,0,0,0,0,0,0
HOXD3,6,2,4,3,1,2,11,1,3
Haao,1,2,2,1,0,0,1,0,0
Habp2,13,6,11,9,11,5,4,7,11
Habp4,160,207,180,198,251,177,251,247,213
Hace1,333,359,339,389,182,366,216,334,381
Hacl1,106,132,134,150,167,116,146,150,131
Hadh,5623,6816,7316,5289,6659,5923,5586,7343,7091
Hadha,5767,6530,7374,5471,7141,6004,5524,6932,6774
Hadhb,415,530,591,424,294,462,264,460,567
Hagh,596,787,792,906,855,824,762,790,707
Haghl,163,153,178,267,255,219,237,222,230
Haglr,3,1,0,2,2,2,2,3,0
Hal,0,5,2,3,0,2,3,1,1
Hamp,0,0,0,0,0,0,0,0,0
Hamp2,0,4,0,1,7,2,1,2,2
Hand1,0,0,0,0,0,0,0,0,0
Hand2,0,0,0,0,0,0,0,0,0
Hao1,2,0,0,2,2,0,0,0,0
Hao2,2524,3225,2940,2543,2542,2513,2343,3088,3092
Hap1,49,45,43,70,46,54,54,46,53
Hapln1,2,2,3,1,1,3,0,1,2
